date,title,body,url,image,source
2025-03-19T02:14:00+00:00,"Elon Musk congratulates SpaceX, NASA for 'excellent work' rescuing stranded astronauts",DOGE head and SpaceX founder Elon Musk describes his elation on 'Hannity' after two stranded astronauts returned to Earth after spending months in space.,https://www.foxnews.com/media/elon-musk-congratulates-spacex-nasa-excellent-work-rescuing-stranded-astronauts,https://static.foxnews.com/foxnews.com/content/uploads/2025/03/musk-hannity-spacex.png,Fox News
