date,title,body,url,image,source
2025-03-31T17:46:00+00:00,"Two women avoid jail for their role in Revolut scam that saw doctor lose €11,000","Two women in their 20s have been given suspended sentences for their part in a Revolut scam, which saw a doctor lose €11,000.",https://extra.ie/2025/03/31/news/courts/women-avoid-jail-revolut-scam,https://extra.ie/wp-content/uploads/2019/11/GettyImages-1080688320.jpg,Extra.ie
2025-03-27T20:44:58+00:00,Crypto Exchange Revolut's Disrupts Itself By Cutting Fees 96%,A major fintech payments leader with strong crypto ambitions in Europe isn't afraid to sacrifice profitability for volume and stickiness.,https://www.msn.com/en-us/money/personalfinance/crypto-exchange-revolut-s-disrupts-itself-by-cutting-fees-96/ar-AA1BNBEW,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1BNzeu.img?w=960&h=503&m=4&q=72,Forbes
