date,title,body,url,image,source
2025-03-19T10:23:00+00:00,"Nvidia, xAI to join Microsoft, BlackRock to develop AI infrastructure","A promising new chip technology that aims to cut energy usage is not yet reliable enough for use in Nvidia's flagship graphics processing units. Technologycategory Foxconn sees server revenue surpassing iPhone revenue in two years, agency report says 10:19 ...",https://www.reuters.com/technology/artificial-intelligence/nvidia-xai-join-microsoft-blackrock-develop-ai-infrastructure-2025-03-19/,https://www.reuters.com/resizer/v2/6BS5SSIUA5JFVAH7Q5BRL2LC7Y.jpg?auth=4af04851d618ccc8700596e9944f03573cccde942579f68b1381437f6e9b3f1d&height=1005&width=1920&quality=80&smart=true,Reuters
